UniqueID,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,dieselBandII,Petroleum,Lignin,BIX,HIX,FI,M_to_C,JP5_empirical,JP5_normalized,Diesel_Chen,sample,run_name
HC_00_dawn_A_20231030,0.035733141,0.031462971,0.032573435,0.042192156,0.104764294,0,0.015088781,0.025904785,0.011305929,0.041387804,0.074004859,0.83797798,1.479880839,1.639319447,0.772025847,4.013167297,0.081440377,16.19987502,Group003Sample0006,nyssa_run3
HC_00_dawn_C_20231130,0.030841265,0.04689884,0.029474655,0.036323785,0.091543257,0.008415413,0.014565484,0.024554499,0.010111402,0.037061836,0.089034417,0.912005411,1.342762828,1.66452565,0.811442278,4.016242862,0.09043612,14.81428394,Group003Sample0001,nyssa_run3
HC_00_dawn_nut_041924,0.05129533,0.087338816,0.050189634,0.10109269,0.672219391,0.042294089,0.023493947,0.042331871,0.017223393,0.0599331,0.77227197,3.660647307,0.416957959,1.736870394,0.496471449,24.92783387,0.165445426,66.09826532,Group002Sample0004,nyssa_run2
HC_00_dawn_nut_042024,0.040647946,0.034858793,0.041010578,0.051522986,0.167767555,0,0.019389502,0.033943051,0.014427128,0.047245625,0.203466338,1.541295732,1.23718426,1.602362501,0.795966646,6.283585496,0.093854595,22.0472478,Group003Sample0007,nyssa_run2
HC_00_dawn_nut_050424,0.050794325,0.056333882,0.049653343,0.114413273,0.569255468,0.034301359,0.024566563,0.041739056,0.018154847,0.059544783,0.732927618,4.416717241,0.511012087,1.702457905,0.433982369,22.3814416,0.140981742,61.4525135,Group001Sample0003,nyssa_run2
HC_00_dawn_nut_A_20231031,0.025719693,0.024733753,0.023618284,0.028339409,0.036734926,0,0.011829645,0.020211454,0.008153676,0.029791577,0.036300455,0.843578169,2.434439606,1.605318953,0.833407785,1.671822634,0.050814129,8.966690352,Group002Sample0007,nyssa_run3
HC_00_dawn_nut_B_20231031,0.030982443,0.030503016,0.027518674,0.034895834,0.064735249,0.019885194,0.013573803,0.022480774,0.009707037,0.036798838,0.072780402,0.778320487,1.692648021,1.585393291,0.788594828,2.912303321,0.069635847,13.26409983,Group002Sample0005,nyssa_run3
HC_00_dawn_nut_C_20231031,0.030201723,0.037360975,0.027612449,0.034902611,0.083367502,0.01840722,0.013876097,0.023136884,0.009745669,0.035430791,0.079177341,0.866001119,1.380939929,1.612524601,0.791128454,3.696226341,0.08709915,13.99640749,Group002Sample0004,nyssa_run3
HC_00_dusk_040824,0.068837253,0.037721664,0.069365068,0.076850111,0.079548197,0.013287981,0.034585827,0.056693122,0.025563321,0.086382999,0.074671541,0.873033993,3.422568674,1.510798787,0.902602052,3.612759845,0.040709553,21.94498025,Group006Sample0004,nyssa_run2
HC_00_East_20231023,0.034591299,0.028237841,0.032667648,0.038204928,0.054223331,0,0.016486724,0.026972813,0.012270075,0.041582023,0.080749715,0.873648266,1.508977681,1.514078362,0.855063708,2.7641523,0.058959153,13.88062903,Group006Sample0007,nyssa_run3
HC_00_nut_041724,0.054468826,0.059450539,0.051951238,0.063365246,0.336157492,0.038689076,0.020964739,0.040542254,0.015890741,0.059384494,0.214468373,1.062105725,0.771262484,1.799820124,0.819869589,11.81750714,0.144907672,33.49288624,Group006Sample0003,nyssa_run2
HC_00_west_20231023,0.037429083,0.03531504,0.035433916,0.044544899,0.109349442,0.000532828,0.01752511,0.029527289,0.012564714,0.04681222,0.119447586,1.000695643,1.323263041,1.544377398,0.795465178,4.288712836,0.076348272,18.66760841,Group004Sample0005,nyssa_run3
HC00_040424,0.051537855,0.037274339,0.049425988,0.058111074,0.084758838,0.025251664,0.023365362,0.040102546,0.018385946,0.059035024,0.100282675,0.874666802,2.327350013,1.585253891,0.85054337,3.664895021,0.053421964,19.14490286,Group006Sample0003,nyssa_run1
HC00_dawn_050224,0.038193319,0.060383377,0.037832373,0.05106193,0.686526513,0.072416971,0.018109562,0.031394824,0.013761297,0.049365905,0.529691553,1.71069485,0.329341583,1.666009275,0.740911535,22.23812906,0.231418757,53.71808634,Group007Sample0003,nyssa_run1
HC00_dusk_nut_042924,0.043022868,0.051996332,0.039463787,0.05664714,0.185905246,0.050014506,0.018653532,0.032532194,0.013919498,0.048682956,0.332923174,1.23931057,0.939939699,1.682913483,0.69665984,7.48240417,0.101407883,30.14902448,Group007Sample0004,nyssa_run1
HC00_dusk_used_050224,0.04103515,0.045816459,0.040917379,0.047285324,0.1347234,0.035943638,0.020254398,0.033523476,0.014545741,0.050825881,0.160712515,0.967896881,1.307891596,1.551302623,0.865329355,5.359731926,0.08687589,20.84316352,Group007Sample0007,nyssa_run1
HC00_nut_040324,0.048516874,0.042507864,0.047312509,0.052980808,0.163280058,0.029937715,0.023369473,0.038456406,0.018494812,0.06056196,0.130343591,0.959185868,1.439989273,1.541982469,0.893012217,6.217226461,0.088733372,22.65162752,Group006Sample0007,nyssa_run1
HC00_nut_040924,0.061549073,0.059456145,0.058177884,0.074320542,0.237533144,0.049809743,0.028636284,0.047505548,0.0219144,0.076222367,0.229280701,1.073267594,1.154742077,1.53005747,0.78279683,9.303325451,0.098222282,33.35362872,Group007Sample0006,nyssa_run1
HC00_nut_041024,0.054476963,0.033419699,0.052551063,0.059772964,0.057849999,0.018354694,0.025669787,0.042472924,0.019987863,0.068316186,0.096196906,0.824711521,3.56097809,1.479408191,0.879177795,2.587604366,0.037082732,17.01091802,Group004Sample0005,nyssa_run1
HC00_nut_041624,0.041947928,0.058913818,0.03934088,0.05340119,0.420036208,0.026025175,0.018600482,0.031919154,0.014524559,0.052168201,0.356809589,1.378743742,0.5445544,1.598851037,0.736704188,14.07629292,0.167052842,41.01153576,Group001Sample0001,nyssa_run1
M1_dawn_20231031,0.027604022,0.034837277,0.025841181,0.033170787,0.038888832,0.049477801,0.010873948,0.020252761,0.008193701,0.026434366,0.042396001,0.880663516,1.942035353,1.748303943,0.779034319,1.97784203,0.056838651,10.37312722,Group009Sample0001,nyssa_run4
M1_dawn_nut_041824,0.043267261,0.038559015,0.040406938,0.051687558,0.035608252,0.029412635,0.017933721,0.032826944,0.013973928,0.044363799,0.078541764,0.853440105,2.712236205,1.721818811,0.781753674,2.21784864,0.040970107,14.69870243,Group002Sample0005,nyssa_run1
M1_dusk_042724,0.093965983,0.088871912,0.091105907,0.09412247,0.157882441,0.081646581,0.050983319,0.078307256,0.046496945,0.116448287,0.260988466,0.883503618,1.890547973,1.468623094,0.967950659,7.30269798,0.047102012,37.16148758,Group004Sample0002,nyssa_run2
M1_dusk_nut_042824,0.03552265,0.0399479,0.034185247,0.040501608,0.064799131,0.017655047,0.017172712,0.028884638,0.012701759,0.04190968,0.068851353,0.930126809,1.95274189,1.601718934,0.844046659,3.001472739,0.062511795,13.48371279,Group004Sample0006,nyssa_run2
M1_dusk_nut_20231025,0.026136214,0.050727549,0.02445613,0.033372846,0.063475211,0.015967657,0.013205047,0.020926313,0.009402625,0.033193953,0,0.903502014,0.907813382,1.814675062,0.732815231,3.653856153,0.096274791,13.48761318,Group008Sample0003,nyssa_run4
M1_night_801,0.051350692,0.062377167,0.04666586,0.060400805,0.083380633,0.035858341,0.022057744,0.037735748,0.017086516,0.062292536,0.093344057,0.805047881,1.305567031,1.648734355,0.772603283,4.585513921,0.066269047,21.64021569,Group004Sample0001,nyssa_run5
M2_dawn_050124,0.047342479,0.078966469,0.044658879,0.059468756,0.094108633,0.057957247,0.021207939,0.035699411,0.01620746,0.048091257,0.072825177,1.060006811,1.37670231,1.68671927,0.750963725,4.733236152,0.072898142,20.43110877,Group005Sample0003,nyssa_run1
M2_dawn_050224,0.094189629,0.149088444,0.088438714,0.126293449,0.337872399,0.073652055,0.039354198,0.071372334,0.02720181,0.090503625,0.265318598,1.083901895,0.905401372,1.926779287,0.700263671,15.70733197,0.11638631,51.14647351,Group002Sample0002,nyssa_run2
M2_dawn_nut_041824,0.034956819,0.040028679,0.032501333,0.044592565,0.112750356,0.023898872,0.015623034,0.026544356,0.012132377,0.037582926,0.150617935,1.006287713,1.282193998,1.667351333,0.728850945,4.340694481,0.084736876,17.68011338,Group005Sample0005,nyssa_run2
M2_dawn_nut_041924,0.043910487,0.040706135,0.038855936,0.083976723,0.047283037,0.041436384,0.018832901,0.031237077,0.01365624,0.046155748,0.05199291,0.695934122,2.306420367,1.973550112,0.462698887,2.900902187,0.047502105,15.93041926,Group007Sample0001,nyssa_run1
M2_dawn_nut_042024,0.038415052,0.032621774,0.037099726,0.044294623,0.044263235,0,0.017617692,0.030378407,0.013114006,0.041368334,0.024395753,0.845411852,3.466629907,1.697860183,0.837567275,2.172160033,0.046499877,10.55324637,Group004Sample0003,nyssa_run2
M2_day_812,0.035918256,0.036188337,0.032292766,0.043536704,0.110783758,0.01177548,0.014376365,0.025524204,0.011630652,0.036623116,0.121782325,1.012699088,1.132415083,1.573552021,0.741736583,4.412267022,0.087216798,17.43220158,Group004Sample0004,nyssa_run5
M2_day_814,0.028902439,0.030612437,0.026888826,0.033842361,0.053862299,0.019187025,0.013102791,0.022387362,0.009281857,0.03088577,0.061393996,0.910895162,1.339270688,1.587911027,0.794531624,2.695910973,0.065695348,12.39788298,Group006Sample0001,nyssa_run5
M2_day_817,0.031853066,0.039514527,0.028044197,0.038991299,0.04776408,0.027161151,0.012011914,0.022315922,0.009747209,0.031375369,0.039629462,0.930309303,1.868198229,1.701372776,0.719242449,2.491518069,0.06179057,12.0682119,Group004Sample0005,nyssa_run5
M2_dusk_nut_20231026,0.039063484,0.046775896,0.037950491,0.044669745,0.07529959,0.0398336,0.018809773,0.030746717,0.013581153,0.045775702,0,0.889423185,1.763186666,1.651020937,0.849579303,3.804715723,0.071745841,15.68321264,Group007Sample0004,nyssa_run4
M2_night_803,0.047389769,0.04300112,0.042527868,0.054083712,0.054578868,0.001109607,0.02000865,0.034127849,0.016892375,0.050843331,0.086032872,0.807464566,2.140910577,1.579087017,0.786334122,2.857209057,0.047754113,16.51790178,Group004Sample0002,nyssa_run5
M2_night_813,0.038690353,0.042236706,0.035209223,0.044933813,0.067314451,0.054341534,0.015866172,0.027329448,0.012181191,0.041453951,0.067385916,0.865830486,1.73862297,1.585821087,0.783579683,3.348178994,0.067322369,14.86560254,Group004Sample0003,nyssa_run5
M2_dawn_nut_20231031,0.025890152,0.037194531,0.023058286,0.031374291,0.034894543,0.027701812,0.009830291,0.018620088,0.007787313,0.024038337,0,0.934886847,1.90632112,1.691678028,0.734942055,1.982486395,0.059119656,10.05107995,Group008Sample0005,nyssa_run4
M3_dawn_050224,0.093356283,0.235962884,0.085901601,0.120849411,0.335383219,0.088181928,0.040183778,0.07113983,0.029002403,0.100287426,0.18812091,0.938168685,1.007829102,1.962217454,0.710815224,16.55639817,0.128199107,46.21503957,Group004Sample0001,nyssa_run2
M3_dawn_20231031,0.042538427,0.026543127,0.041024813,0.045159026,0.032490701,0.034328606,0.021161981,0.034160842,0.017402429,0.047693162,0,0.832689414,3.392651607,1.466859218,0.908452121,1.650118573,0.029598718,12.37062372,Group008Sample0004,nyssa_run4
M3_dawn_fdom_20231101,0.052915882,0.03468001,0.0501005,0.058964442,0.079320827,0.045430617,0.02559057,0.04176153,0.02017178,0.065269048,0,0.894735838,2.618804969,1.507437957,0.849673108,3.399270169,0.045697516,19.81963762,Group008Sample0006,nyssa_run4
M3_dawn_nut_050424,0.037578331,0.029672619,0.035644958,0.041622486,0.018486982,0,0.016976445,0.030307465,0.012112821,0.040230958,0.03806503,0.777757278,4.112204284,1.713278429,0.856387034,1.45038608,0.032799924,10.46505157,Group002Sample0005,nyssa_run2
M3_dawn_nut_050524,0.040896007,0.031712899,0.04132864,0.046321681,0.020529957,0.018335609,0.019805471,0.033500234,0.014117242,0.04706485,0.052058967,0.822856989,3.738819301,1.703108475,0.892209408,1.448090378,0.028665276,12.08863968,Group001Sample0005,nyssa_run2
M3_day_817,0.029533974,0.044654558,0.027986873,0.038138749,0.068062056,0.038621931,0.012421766,0.021497041,0.009221294,0.032203469,0.05032746,0.983465804,1.009075718,1.698336008,0.733817291,3.683307737,0.089069694,14.26753615,Group004Sample0006,nyssa_run5
M3_dusk_nut_040424,0.050222434,0.067874584,0.04438926,0.061249965,0.10798134,0.028485985,0.02079799,0.034602315,0.015271705,0.051832069,0.134437211,0.867115013,1.424794297,1.719736628,0.724723027,5.232812889,0.077790292,22.55645559,Group005Sample0002,nyssa_run1
M3_night_815,0.041787059,0.05474171,0.036047328,0.052100473,0.127019817,0.012424841,0.01654609,0.027822588,0.012258096,0.042221163,0.137879754,0.969786215,1.112110654,1.650113804,0.691881012,5.294026819,0.089944277,21.15296771,Group002Sample0006,nyssa_run5
M4_dawn_050124,0.037631451,0.073374998,0.037442585,0.047069735,0.168696414,0.047428812,0.017945591,0.030364927,0.012909586,0.043186713,0.170908607,1.024398135,0.940944909,1.669397842,0.795470474,7.056110649,0.119090931,22.41839005,Group001Sample0006,nyssa_run2
M4_day_802,0.040595932,0.05701579,0.033806814,0.049399087,0.099942865,0.039425651,0.014323417,0.02625177,0.011003104,0.040288145,0.094255242,0.849167046,1.074154614,1.744098014,0.684361115,4.58161689,0.085808565,18.5298312,Group004Sample0007,nyssa_run5
M4_day_812,0.03488186,0.041878322,0.031688879,0.042319309,0.057112469,0.000822975,0.014216694,0.02535012,0.010903851,0.036948437,0.077930936,0.881424437,1.458552864,1.700047278,0.748804272,2.892336172,0.064237342,13.86149317,Group005Sample0001,nyssa_run5
M4_dusk_042724_1,0.038315743,0.052026859,0.035468724,0.049498532,0.131050516,0.051230283,0.016538634,0.028703522,0.013247744,0.041856605,0.192734367,1.056695457,1.196993857,1.684755512,0.716561126,5.388591836,0.030041744,21.51463972,Group006Sample0007,nyssa_run2
M4_dusk_042724_2,0.097099056,0.143344905,0.094013921,0.110215732,0.416647488,0.113841766,0.049682289,0.078739747,0.043186687,0.11799035,0.278561839,1.061941771,0.956622434,1.495620067,0.852999105,15.56394073,0.094877904,54.29774413,Group007Sample0001,nyssa_run2
M4_dusk_nut_041024,0.03907942,0.055159611,0.034454462,0.045733267,0.046125163,0.011519337,0.014967955,0.028094241,0.011632844,0.039410721,0.051218834,0.867377289,2.174150984,1.59045748,0.75337855,2.734024723,0.056199577,13.73772579,Group001Sample0005,nyssa_run1
M4_dusk_nut_20231025,0.032724136,0.043017009,0.029639433,0.038068917,0.047107304,0.013398137,0.01262257,0.023053144,0.010309958,0.028675327,0,0.810716336,1.613218369,1.813500586,0.778573046,2.518413804,0.063234469,11.8665912,Group007Sample0005,nyssa_run4
M4_dusk_used_nut_050224,0.028695085,0.02605381,0.027936611,0.032133336,0.111484845,0,0.013773753,0.022794708,0.009857211,0.032619222,0.054214014,0.956731448,1.129736951,1.625031231,0.869396507,4.324605699,0.10600435,13.46835215,Group008Sample0001,nyssa_run1
M5_dawn_fdom_20231101,0.025758819,0.028638869,0.022478838,0.031050637,0.027774368,0.028158669,0.009793998,0.018107755,0.008062751,0.024638282,0,0.853653329,2.156595401,1.685820187,0.72394128,1.645313544,0.05295256,8.633623346,Group008Sample0007,nyssa_run4
M5_dawn_nut_041824,0.034448584,0.048245104,0.033382321,0.041290279,0.063726065,0.029898672,0.016575633,0.028399001,0.011996121,0.040002665,0.077254642,0.877103664,2.115040058,1.68230249,0.80847894,3.128551361,0.06717691,13.39921525,Group005Sample0004,nyssa_run2
M5_day_731,0.036876578,0.092951209,0.031276822,0.050721083,0.20840701,0.032451695,0.012963076,0.024557552,0.009590698,0.035637567,0.262318803,1.109608547,0.573820468,1.912811712,0.616643424,8.829120754,0.143486503,28.30386869,Group005Sample0002,nyssa_run5
M5_day_814,0.031647299,0.040404322,0.027491462,0.038442588,0.050747134,0.007292598,0.012628626,0.020238968,0.009830383,0.032408279,0.062836169,0.849189718,1.165043505,1.537368114,0.71513038,2.899084468,0.070602292,13.36356341,Group003Sample0005,nyssa_run5
M5_dusk_040824,0.058934114,0.065183279,0.052736114,0.07028612,0.088258929,0.006062072,0.02505077,0.041857491,0.018604545,0.066287204,0.156442019,0.842155978,1.859751588,1.636413181,0.750306231,4.471091321,0.056191822,24.14683047,Group004Sample0006,nyssa_run1
M5_dusk_nut_20231024,0.027915767,0.055507507,0.023114103,0.035834315,0.120191558,0.02397183,0.010256621,0.018061424,0.007908851,0.026157519,0,1.125556334,0.671842575,1.694307948,0.645027048,5.241568815,0.121866403,18.43392381,Group007Sample0006,nyssa_run4
M5_night_805,0.045432738,0.037819691,0.04054533,0.050254767,0.055968555,0.006481321,0.018774148,0.031176053,0.014817879,0.049479484,0.092702903,0.825945909,2.269042391,1.53877035,0.806795709,2.792184607,0.049391242,15.58191167,Group002Sample0007,nyssa_run5
M5_night_815,0.05082897,0.048210705,0.043123511,0.059002266,0.070692762,0.023718689,0.02046748,0.033930136,0.016245734,0.052683466,0.079974554,0.833302207,2.184090025,1.59533669,0.730878895,3.543092027,0.056116201,18.0936224,Group003Sample0001,nyssa_run5
M6_dawn_050224,0.041846798,0.033196264,0.038695861,0.050344073,0.129609637,0,0.018278963,0.031491534,0.014047373,0.043683699,0.149029572,0.977264977,1.268448453,1.665681848,0.76862794,4.982940818,0.083074806,19.86254642,Group008Sample0005,nyssa_run1
M6_dawn_2023102023,0.03222328,0.033362926,0.028416184,0.039342775,0.04005511,0.033513273,0.0123776,0.022956716,0.009727116,0.029910549,0,0.884616518,2.347886273,1.72320256,0.722271967,2.074036059,0.052247363,11.50978528,Group008Sample0001,nyssa_run4
M6_dawn_20231031,0.023456094,0.031013201,0.021181375,0.028105405,0.034389304,0.045346363,0.009264311,0.017503588,0.00680182,0.022310696,0,0.931593134,1.733612509,1.68500909,0.753640617,1.834549258,0.060253488,9.296559279,Group008Sample0002,nyssa_run4
M6_day_802,0.045909536,0.043409724,0.041146844,0.054022242,0.06179853,0.005133652,0.018530324,0.032728551,0.014279557,0.047352,0.088024365,0.842172551,2.055033914,1.533214792,0.761664872,3.093599529,0.05361479,16.20273918,Group003Sample0006,nyssa_run5
M6_day_817,0.031505657,0.055356508,0.027134869,0.038265236,0.074600449,0.016588491,0.01236126,0.020980041,0.009036327,0.031434475,0.056088858,0.935485276,1.021324464,1.686968613,0.709125876,4.040771084,0.095787359,14.81091383,Group003Sample0007,nyssa_run5
M6_dusk_nut_041024,0.042437728,0.036134378,0.040511287,0.048796,0.039164904,0.018538435,0.019676376,0.032517316,0.015029035,0.050752937,0.05202967,0.885287201,2.790702652,1.594609644,0.830217361,2.28421875,0.041473107,14.19498527,Group002Sample0004,nyssa_run1
M6_dusk_nut_042824,0.066077308,0.083583252,0.062906555,0.079021614,0.092382984,0.014866995,0.02875371,0.049697414,0.021475924,0.070104715,0.077294522,0.883915909,2.093654884,1.7131247,0.796067698,5.23726625,0.065059785,22.11559758,Group002Sample0006,nyssa_run2
M6_dusk_nut_20231026,0.037570505,0.045505926,0.035695919,0.044555847,0.062827958,0.006411795,0.016543628,0.028159358,0.012625827,0.039843351,0,0.899387223,1.445271168,1.649391966,0.801150046,3.22830415,0.063871191,15.83265046,Group007Sample0007,nyssa_run4
M6_night_803,0.039070102,0.03854416,0.037366831,0.044431593,0.056906476,0.056902614,0.015965743,0.026729989,0.012352713,0.042030144,0.071896266,0.820514804,1.595873115,1.563178522,0.840996869,2.982658092,0.059292737,14.79617193,Group003Sample0002,nyssa_run5
M6_night_816,0.036073894,0.036899902,0.031369082,0.042667183,0.0611369,0.019689942,0.013540159,0.023779372,0.010425438,0.03622796,0.048189694,0.883400954,1.248964383,1.596104915,0.735203963,3.143294872,0.068436703,15.06435494,Group003Sample0003,nyssa_run5
Mid_HC_00_20231023,0.034771113,0.027195142,0.033517948,0.040005874,0.063897723,0.005726977,0.01638547,0.027672936,0.01186206,0.041813645,0.099558556,0.903045428,1.344479514,1.592215972,0.837825662,3.05498499,0.061489055,15.5046939,Group006Sample0002,nyssa_run3
Mid_HC_00_dusk_20231021,0.041712431,0.038080423,0.040183501,0.046339501,0.066271864,0,0.01919621,0.032781857,0.014597473,0.05127247,0.097976415,0.858687013,1.490584361,1.5113277,0.867154371,3.386236671,0.059421752,17.33539859,Group006Sample0003,nyssa_run3
OO_day_731,0.0520272,0.051134363,0.048499644,0.057980797,0.091062647,0,0.023166924,0.039864219,0.018568222,0.060281063,0.124201216,0.895327313,1.800604506,1.480926852,0.836477702,4.376470496,0.061626845,20.76826487,Group010Sample0004,nyssa_run5
OO_day_804,0.030938821,0.055991594,0.028113936,0.037144361,0.081246191,0.026689717,0.01367783,0.023048133,0.010408864,0.03606451,0.09632238,0.9267737,0.987466792,1.626106284,0.756883003,4.095264517,0.090899179,16.19447317,Group010Sample0005,nyssa_run5
OO_day_812,0.042117934,0.043034454,0.039464765,0.048567854,0.063940309,0,0.018678769,0.031138099,0.014358758,0.046410854,0.10254144,0.857335762,1.48025359,1.506211251,0.812569665,3.390848074,0.060489323,16.95427238,Group010Sample0006,nyssa_run5
OO_day_814,0.032358178,0.028869982,0.030831107,0.03613224,0.042100604,0.015655104,0.01467553,0.024814835,0.011566919,0.037313941,0.104125161,0.92459322,1.867769711,1.573390643,0.85328523,2.155442325,0.050620084,12.02862053,Group010Sample0007,nyssa_run5
OO_day_817,0.036641219,0.050880609,0.034881475,0.043075884,0.100132575,0.027036107,0.015295544,0.028000153,0.01076062,0.03801034,0.105743991,0.943810815,0.563848456,1.619501296,0.809768055,5.438084139,0.102519498,22.08229461,Group011Sample0001,nyssa_run5
OO_night_803,0.06241643,0.036807904,0.059260989,0.065693574,0.052208076,0.011534121,0.030050309,0.048182739,0.023745091,0.078987733,0.08958855,0.785039029,3.827898296,1.368899792,0.902081979,2.658099565,0.032639884,19.43515235,Group011Sample0002,nyssa_run5
OO_night_805,0.08470496,0.034375134,0.079167382,0.086932276,0.062163628,0,0.041371126,0.066529902,0.033925014,0.111492498,0.143206421,0.756446515,4.62664953,1.370633239,0.910678815,2.953262469,0.026533233,25.29268773,Group009Sample0005,nyssa_run5
OO_night_806,0.063503321,0.038716542,0.058482995,0.067501982,0.066988937,0.00606198,0.029154329,0.047895445,0.023709544,0.078055369,0.114640667,0.816008277,2.474772708,1.390211077,0.866389299,3.282237117,0.038401242,21.82469438,Group009Sample0006,nyssa_run5
OO_night_813,0.054715445,0.040594541,0.051837431,0.059533621,0.088333298,0.004503466,0.025083395,0.042161764,0.020558295,0.064907423,0.134446342,0.852697893,2.192482238,1.516289495,0.870725315,3.741437395,0.051020073,19.74127248,Group009Sample0007,nyssa_run5
OO_night_816,0.044328298,0.028651134,0.04164664,0.049348259,0.049064233,0.004958763,0.019873278,0.03460182,0.015063222,0.049939173,0.070716938,0.869521393,1.631377135,1.523524728,0.843933329,2.572962981,0.044456791,16.30801108,Group010Sample0001,nyssa_run5
OO_night_b_816,0.052341756,0.032085682,0.049206089,0.057262215,0.059260507,0.007858747,0.024304739,0.03994235,0.018971589,0.060254053,0.099164702,0.825615961,2.76186679,1.521696348,0.859311658,2.735120607,0.040187652,17.51977505,Group010Sample0002,nyssa_run5
P1_dawn_050124,0.035812872,0.058744593,0.032052008,0.043726977,0.140394922,0.001140767,0.014577688,0.026147658,0.011010268,0.037128171,0.113231861,0.943268083,1.006210589,1.664852111,0.733003066,5.761759697,0.11177727,18.90582206,Group002Sample0003,nyssa_run2
P1_dawn_LD_20231101,0.081019274,0.122395881,0.068640567,0.108805895,0.140312472,0.040907111,0.029959433,0.055373996,0.023501135,0.070062146,0.165744893,0.976940991,1.468794062,1.757378212,0.630853379,7.267510618,0.072754159,30.47241714,Group003Sample0003,nyssa_run4
P1_dawn_nut_041724,0.032038642,0.049476031,0.029827158,0.039470924,0.109064818,0.031361593,0.01321945,0.023849372,0.010193423,0.032868015,0.135339013,0.978877146,1.04293176,1.697842203,0.75567418,4.663451139,0.099330785,16.7195987,Group004Sample0002,nyssa_run1
P1_dawn_nut_041824,0.031389728,0.044061789,0.030576724,0.039899157,0.203517833,0.037155478,0.015355214,0.025159047,0.012421601,0.041034509,0.170869874,1.199561547,0.774829964,1.692047019,0.766350137,7.254087323,0.129824377,22.929259,Group004Sample0004,nyssa_run2
P1_dawn_nut_20231102,0.037642514,0.040888303,0.034223864,0.047055682,0.054507189,0.009459689,0.014620878,0.027924348,0.011267508,0.037293512,0.07226862,0.93970206,2.071625736,1.536152314,0.727305659,2.720245315,0.056079884,13.79952019,Group002Sample0005,nyssa_run4
P1_day_731,0.06416353,0.107214867,0.062083634,0.073668113,0.123512675,0.028476306,0.029486048,0.048588632,0.02212607,0.076594629,0.114803114,0.800105594,1.406846051,1.496838806,0.842747711,6.558340794,0.073831527,28.07748308,Group003Sample0004,nyssa_run5
